"year","sex","age","region","happiness","educ","race","work","marital","age_ranges","year_ranges"
2012,"M",18,"West North Central","Pretty happy","12th grade","Other","In school","Never married","18 to 19","2010 to 2011"
2012,"M",38,"West North Central","Very happy","9th grade","white","Working full time","Never married","38 to 39","2010 to 2011"
2012,"F",41,"West North Central","Very happy","9th grade","Other","Working part time","Married","40 to 41","2010 to 2011"
2012,"M",20,"West North Central","Pretty happy","2 years of college","white","Working full time","Never married","20 to 21","2010 to 2011"
2012,"M",39,"West North Central","Pretty happy","4 years of college","white","Unemployed, laid off, looking for work","Divorced","38 to 39","2010 to 2011"
2012,"F",25,"West North Central","Pretty happy","5 years of college","white","In school","Married","24 to 25","2010 to 2011"
2012,"M",57,"West North Central","Pretty happy","2 years of college","white","Working full time","Married","56 to 57","2010 to 2011"
2012,"F",61,"West North Central","Pretty happy","1 year of college","Black","Working part time","Married","60 to 61","2010 to 2011"
2012,"M",31,"West North Central","Pretty happy","4 years of college","Other","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",62,"West North Central","Pretty happy","7 years of college","white","Retired","Never married","62 to 63","2010 to 2011"
2012,"M",30,"West North Central","Very happy","12th grade","white","Working part time","Never married","30 to 31","2010 to 2011"
2012,"F",68,"West North Central","Very happy","2 years of college","white","Working full time","Widowed","68 to 69","2010 to 2011"
2012,"M",50,"West North Central","Pretty happy","4 years of college","white","Working full time","Married","50 to 51","2010 to 2011"
2012,"M",27,"West North Central","Pretty happy","12th grade","Other","Working full time","Never married","26 to 27","2010 to 2011"
2012,"M",30,"West North Central","Pretty happy","4 years of college","Black","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",65,"West North Central","Pretty happy","2 years of college","Other","Keeping house","Married","64 to 65","2010 to 2011"
2012,"F",65,"West North Central","Pretty happy","6 years of college","white","Working part time","Married","64 to 65","2010 to 2011"
2012,"M",36,"West North Central","Pretty happy","7 years of college","white","Working full time","Married","36 to 37","2010 to 2011"
2012,"M",72,"West North Central","Not too happy","12th grade","white","Unemployed, laid off, looking for work","Married","72 to 73","2010 to 2011"
2012,"F",27,"West North Central","Pretty happy","12th grade","white","Keeping house","Married","26 to 27","2010 to 2011"
2012,"M",22,"West North Central","Very happy","12th grade","white","Working part time","Married","22 to 23","2010 to 2011"
2012,"F",33,"West North Central","Pretty happy","9th grade","Other","Keeping house","Married","32 to 33","2010 to 2011"
2012,"M",35,"West North Central","Pretty happy","6th grade","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"F",54,"West North Central","Very happy","11th grade","white","Keeping house","Married","54 to 55","2010 to 2011"
2012,"M",18,"West North Central","Very happy","11th grade","Other","In school","Never married","18 to 19","2010 to 2011"
2012,"F",38,"Middle Atlantic","Pretty happy","12th grade","white","Working part time","Never married","38 to 39","2010 to 2011"
2012,"F",67,"Middle Atlantic","Pretty happy","12th grade","white","Working part time","Married","66 to 67","2010 to 2011"
2012,"M",48,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"M",64,"Middle Atlantic","Pretty happy","7 years of college","Black","Retired","Married","64 to 65","2010 to 2011"
2012,"F",89,"Middle Atlantic","Pretty happy","7 years of college","white","Retired","Widowed","88 to 89","2010 to 2011"
2012,"F",48,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"F",44,"Middle Atlantic","Very happy","6th grade","white","Keeping house","Married","44 to 45","2010 to 2011"
2012,"M",42,"Middle Atlantic","Pretty happy","3 years of collage","white","Working full time","Married","42 to 43","2010 to 2011"
2012,"F",26,"Middle Atlantic","Very happy","4 years of college","Black","Keeping house","Married","26 to 27","2010 to 2011"
2012,"F",68,"Middle Atlantic","Very happy","12th grade","Black","Keeping house","Divorced","68 to 69","2010 to 2011"
2012,"F",61,"Middle Atlantic","Very happy","2 years of college","Black","Working part time","Never married","60 to 61","2010 to 2011"
2012,"M",34,"Middle Atlantic","Very happy","1 year of college","Black","Working full time","Married","34 to 35","2010 to 2011"
2012,"F",35,"Middle Atlantic","Very happy","6th grade","white","Keeping house","Married","34 to 35","2010 to 2011"
2012,"M",53,"Middle Atlantic","Pretty happy","5 years of college","Black","Working full time","Never married","52 to 53","2010 to 2011"
2012,"M",32,"Middle Atlantic","Very happy","12th grade","white","Working full time","Never married","32 to 33","2010 to 2011"
2012,"M",61,"Middle Atlantic","Pretty happy","2 years of college","Other","Retired","Married","60 to 61","2010 to 2011"
2012,"M",28,"Middle Atlantic","Pretty happy","10th grade","Other","Unemployed, laid off, looking for work","Married","28 to 29","2010 to 2011"
2012,"M",39,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",61,"Middle Atlantic","Very happy","4 years of college","white","Working full time","Married","60 to 61","2010 to 2011"
2012,"M",65,"Middle Atlantic","Pretty happy","6 years of college","white","Working full time","Married","64 to 65","2010 to 2011"
2012,"M",34,"Middle Atlantic","Very happy","6 years of college","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",87,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Widowed","86 to 87","2010 to 2011"
2012,"M",24,"Middle Atlantic","Pretty happy","4 years of college","white","In school","Never married","24 to 25","2010 to 2011"
2012,"F",39,"Middle Atlantic","Pretty happy","12th grade","white","Working part time","Never married","38 to 39","2010 to 2011"
2012,"F",76,"Middle Atlantic","Pretty happy","No formal schooling","white","Retired","Married","76 to 77","2010 to 2011"
2012,"M",32,"Middle Atlantic","Not too happy","2 years of college","white","Working full time","Never married","32 to 33","2010 to 2011"
2012,"F",54,"Middle Atlantic","Pretty happy","4 years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"F",55,"Middle Atlantic","Not too happy","2 years of college","white","Working part time","Never married","54 to 55","2010 to 2011"
2012,"F",53,"Middle Atlantic","Pretty happy","4 years of college","white","Keeping house","Married","52 to 53","2010 to 2011"
2012,"M",62,"Middle Atlantic","Pretty happy","2 years of college","Black","Working full time","Never married","62 to 63","2010 to 2011"
2012,"M",39,"Middle Atlantic","Not too happy","6th grade","Other","Working part time","Married","38 to 39","2010 to 2011"
2012,"F",30,"Middle Atlantic","Pretty happy","12th grade","Other","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",89,"Middle Atlantic","Pretty happy","8th grade","Black","Retired","Widowed","88 to 89","2010 to 2011"
2012,"M",30,"Middle Atlantic","Very happy","10th grade","Black","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",35,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"F",73,"Middle Atlantic","Very happy","4 years of college","white","Retired","Married","72 to 73","2010 to 2011"
2012,"F",69,"Middle Atlantic","Pretty happy","4 years of college","white","Retired","Married","68 to 69","2010 to 2011"
2012,"F",89,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Widowed","88 to 89","2010 to 2011"
2012,"M",55,"Middle Atlantic","Very happy","4 years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"F",78,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Widowed","78 to 79","2010 to 2011"
2012,"M",43,"Middle Atlantic","Pretty happy","5 years of college","white","Working full time","Married","42 to 43","2010 to 2011"
2012,"F",68,"Middle Atlantic","Very happy","4 years of college","white","Retired","Widowed","68 to 69","2010 to 2011"
2012,"M",71,"Middle Atlantic","Very happy","4 years of college","white","Working full time","Married","70 to 71","2010 to 2011"
2012,"F",47,"Middle Atlantic","Very happy","4 years of college","white","Keeping house","Married","46 to 47","2010 to 2011"
2012,"F",68,"Middle Atlantic","Pretty happy","6 years of college","white","Retired","Divorced","68 to 69","2010 to 2011"
2012,"F",76,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Married","76 to 77","2010 to 2011"
2012,"M",55,"Middle Atlantic","Very happy","4 years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"F",49,"Middle Atlantic","Very happy","12th grade","white","Working full time","Divorced","48 to 49","2010 to 2011"
2012,"F",68,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Divorced","68 to 69","2010 to 2011"
2012,"M",47,"Middle Atlantic","Very happy","11th grade","white","Working full time","Divorced","46 to 47","2010 to 2011"
2012,"M",59,"Middle Atlantic","Very happy","2 years of college","white","Other","Married","58 to 59","2010 to 2011"
2012,"F",74,"Middle Atlantic","Pretty happy","4 years of college","white","Retired","Married","74 to 75","2010 to 2011"
2012,"M",71,"Middle Atlantic","Pretty happy","2 years of college","white","Unemployed, laid off, looking for work","Married","70 to 71","2010 to 2011"
2012,"F",32,"East North Central","Pretty happy","12th grade","white","Unemployed, laid off, looking for work","Never married","32 to 33","2010 to 2011"
2012,"M",30,"East North Central","Very happy","4 years of college","white","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",38,"East North Central","Very happy","4 years of college","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"F",41,"East North Central","Pretty happy","4 years of college","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"F",62,"East North Central","Very happy","8 or more years of college","white","With a job, but not at work because of temporary illness, vacation, strike","Married","62 to 63","2010 to 2011"
2012,"M",49,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Sepreated","48 to 49","2010 to 2011"
2012,"F",52,"East North Central","Pretty happy","4 years of college","white","Working full time","Divorced","52 to 53","2010 to 2011"
2012,"F",61,"East North Central","Not too happy","1 year of college","white","Retired","Married","60 to 61","2010 to 2011"
2012,"M",52,"East North Central","Pretty happy","4 years of college","white","Working full time","Never married","52 to 53","2010 to 2011"
2012,"M",33,"East North Central","Pretty happy","2 years of college","white","Working full time","Married","32 to 33","2010 to 2011"
2012,"F",65,"East North Central","Pretty happy","4 years of college","white","Working part time","Widowed","64 to 65","2010 to 2011"
2012,"M",55,"East North Central","Not too happy","12th grade","Black","Unemployed, laid off, looking for work","Never married","54 to 55","2010 to 2011"
2012,"F",45,"East North Central","Very happy","2 years of college","Black","Working full time","Married","44 to 45","2010 to 2011"
2012,"M",35,"East North Central","Pretty happy","9th grade","Other","Working part time","Married","34 to 35","2010 to 2011"
2012,"F",36,"East North Central","Pretty happy","2 years of college","Black","Working full time","Sepreated","36 to 37","2010 to 2011"
2012,"F",43,"East North Central","Very happy","4 years of college","Black","Keeping house","Married","42 to 43","2010 to 2011"
2012,"M",83,"East North Central","Not too happy","1 year of college","white","Retired","Divorced","82 to 83","2010 to 2011"
2012,"M",64,"East North Central","Not too happy","2 years of college","Black","Retired","Divorced","64 to 65","2010 to 2011"
2012,"M",38,"East North Central","Pretty happy","6 years of college","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",25,"East North Central","Pretty happy","2 years of college","Black","Working full time","Never married","24 to 25","2010 to 2011"
2012,"M",81,"East North Central","Not too happy","6 years of college","white","Retired","Married","80 to 81","2010 to 2011"
2012,"F",23,"East North Central","Not too happy","12th grade","white","Working part time","Divorced","22 to 23","2010 to 2011"
2012,"F",21,"East North Central","Not too happy","12th grade","white","Working full time","Never married","20 to 21","2010 to 2011"
2012,"F",56,"East North Central","Pretty happy","12th grade","white","Working part time","Married","56 to 57","2010 to 2011"
2012,"F",30,"East North Central","Pretty happy","11th grade","white","Working full time","Never married","30 to 31","2010 to 2011"
2012,"M",69,"East North Central","Not too happy","12th grade","white","Retired","Widowed","68 to 69","2010 to 2011"
2012,"F",62,"East North Central","Pretty happy","12th grade","white","Keeping house","Married","62 to 63","2010 to 2011"
2012,"M",39,"East North Central","Pretty happy","4 years of college","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",25,"East North Central","Not too happy","6 years of college","white","Working full time","Never married","24 to 25","2010 to 2011"
2012,"M",75,"East North Central","Not too happy","8 or more years of college","Black","Retired","Never married","74 to 75","2010 to 2011"
2012,"M",46,"East North Central","Pretty happy","6 years of college","white","Working full time","Married","46 to 47","2010 to 2011"
2012,"M",57,"East North Central","Not too happy","6th grade","Black","Other","Divorced","56 to 57","2010 to 2011"
2012,"M",20,"East North Central","Pretty happy","1 year of college","Black","In school","Never married","20 to 21","2010 to 2011"
2012,"F",53,"East North Central","Pretty happy","4 years of college","Black","Working full time","Divorced","52 to 53","2010 to 2011"
2012,"M",53,"East North Central","Pretty happy","4 years of college","white","Working full time","Married","52 to 53","2010 to 2011"
2012,"F",42,"East North Central","Very happy","8th grade","Black","Keeping house","Married","42 to 43","2010 to 2011"
2012,"M",63,"East North Central","Very happy","6 years of college","white","Working full time","Married","62 to 63","2010 to 2011"
2012,"M",55,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"M",54,"East North Central","Very happy","5 years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"M",77,"East North Central","Very happy","8 or more years of college","white","Working part time","Married","76 to 77","2010 to 2011"
2012,"F",52,"East North Central","Pretty happy","4th grade","white","Working full time","Married","52 to 53","2010 to 2011"
2012,"M",31,"East North Central","Pretty happy","1 year of college","Black","Working full time","Married","30 to 31","2010 to 2011"
2012,"F",57,"East North Central","Pretty happy","12th grade","Black","Working full time","Married","56 to 57","2010 to 2011"
2012,"M",21,"East North Central","Not too happy","12th grade","white","Unemployed, laid off, looking for work","Never married","20 to 21","2010 to 2011"
2012,"F",50,"East North Central","Pretty happy","3 years of collage","Black","Working full time","Never married","50 to 51","2010 to 2011"
2012,"F",38,"East North Central","Very happy","4 years of college","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",33,"East North Central","Very happy","12th grade","Other","Working full time","Married","32 to 33","2010 to 2011"
2012,"M",26,"East North Central","Very happy","2 years of college","white","Working full time","Married","26 to 27","2010 to 2011"
2012,"F",33,"New England","Not too happy","2 years of college","white","Keeping house","Never married","32 to 33","2010 to 2011"
2012,"F",44,"New England","Pretty happy","5 years of college","Black","Working full time","Never married","44 to 45","2010 to 2011"
2012,"M",25,"New England","Pretty happy","4 years of college","white","Working full time","Never married","24 to 25","2010 to 2011"
2012,"F",27,"New England","Pretty happy","4 years of college","white","Working full time","Never married","26 to 27","2010 to 2011"
2012,"M",27,"New England","Very happy","4 years of college","white","Working part time","Never married","26 to 27","2010 to 2011"
2012,"F",28,"New England","Very happy","4 years of college","white","Working full time","Never married","28 to 29","2010 to 2011"
2012,"M",22,"New England","Very happy","4 years of college","white","Working full time","Never married","22 to 23","2010 to 2011"
2012,"F",48,"New England","Pretty happy","5 years of college","white","Keeping house","Married","48 to 49","2010 to 2011"
2012,"M",89,"New England","Not too happy","8th grade","white","Retired","Divorced","88 to 89","2010 to 2011"
2012,"F",49,"New England","Pretty happy","5 years of college","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"F",87,"New England","Pretty happy","12th grade","white","Retired","Widowed","86 to 87","2010 to 2011"
2012,"M",64,"New England","Pretty happy","5 years of college","white","Retired","Widowed","64 to 65","2010 to 2011"
2012,"M",41,"New England","Pretty happy","3 years of collage","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"M",57,"New England","Not too happy","9th grade","white","Other","Divorced","56 to 57","2010 to 2011"
2012,"F",46,"New England","Pretty happy","4 years of college","white","Working part time","Married","46 to 47","2010 to 2011"
2012,"F",58,"New England","Pretty happy","4 years of college","white","Working part time","Married","58 to 59","2010 to 2011"
2012,"F",78,"New England","Very happy","4 years of college","white","Retired","Married","78 to 79","2010 to 2011"
2012,"F",45,"New England","Pretty happy","7 years of college","white","Keeping house","Married","44 to 45","2010 to 2011"
2012,"F",38,"New England","Pretty happy","2 years of college","white","Working full time","Never married","38 to 39","2010 to 2011"
2012,"F",69,"New England","Not too happy","8 or more years of college","white","Retired","Never married","68 to 69","2010 to 2011"
2012,"M",61,"New England","Very happy","4 years of college","white","Working part time","Married","60 to 61","2010 to 2011"
2012,"F",48,"New England","Pretty happy","4 years of college","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"M",37,"New England","Pretty happy","4 years of college","white","With a job, but not at work because of temporary illness, vacation, strike","Married","36 to 37","2010 to 2011"
2012,"M",47,"New England","Pretty happy","12th grade","white","Working full time","Divorced","46 to 47","2010 to 2011"
2012,"M",26,"New England","Pretty happy","6 years of college","Other","Working full time","Never married","26 to 27","2010 to 2011"
2012,"F",41,"New England","Pretty happy","1 year of college","white","Working full time","Divorced","40 to 41","2010 to 2011"
2012,"F",55,"New England","Not too happy","6 years of college","white","Unemployed, laid off, looking for work","Divorced","54 to 55","2010 to 2011"
2012,"F",81,"New England","Very happy","10th grade","white","Retired","Widowed","80 to 81","2010 to 2011"
2012,"M",32,"New England","Pretty happy","5 years of college","white","Working full time","Never married","32 to 33","2010 to 2011"
2012,"M",27,"New England","Very happy","2 years of college","white","Working full time","Married","26 to 27","2010 to 2011"
2012,"F",32,"New England","Pretty happy","1 year of college","white","Keeping house","Sepreated","32 to 33","2010 to 2011"
2012,"F",39,"New England","Pretty happy","6 years of college","white","Working part time","Married","38 to 39","2010 to 2011"
2012,"F",55,"New England","Pretty happy","4 years of college","white","Working full time","Married","54 to 55","2010 to 2011"
2012,"M",35,"New England","Pretty happy","4 years of college","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",64,"New England","Very happy","5 years of college","white","Unemployed, laid off, looking for work","Never married","64 to 65","2010 to 2011"
2012,"F",85,"New England","Pretty happy","3 years of collage","white","Keeping house","Widowed","84 to 85","2010 to 2011"
2012,"M",52,"New England","Pretty happy","12th grade","white","Unemployed, laid off, looking for work","Never married","52 to 53","2010 to 2011"
2012,"F",46,"New England","Pretty happy","12th grade","white","Other","Never married","46 to 47","2010 to 2011"
2012,"F",34,"New England","Not too happy","5th grade","Other","Working full time","Never married","34 to 35","2010 to 2011"
2012,"F",55,"New England","Pretty happy","10th grade","white","Other","Married","54 to 55","2010 to 2011"
2012,"M",72,"New England","Pretty happy","12th grade","white","Retired","Widowed","72 to 73","2010 to 2011"
2012,"F",34,"New England","Pretty happy","4 years of college","white","Keeping house","Divorced","34 to 35","2010 to 2011"
2012,"M",35,"New England","Pretty happy","10th grade","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"F",61,"New England","Pretty happy","12th grade","white","Working full time","Married","60 to 61","2010 to 2011"
2012,"M",56,"New England","Pretty happy","12th grade","white","Other","Divorced","56 to 57","2010 to 2011"
2012,"F",60,"New England","Pretty happy","3 years of collage","white","Other","Divorced","60 to 61","2010 to 2011"
2012,"F",65,"New England","Pretty happy","4 years of college","white","Retired","Married","64 to 65","2010 to 2011"
2012,"M",85,"New England","Very happy","9th grade","white","Retired","Married","84 to 85","2010 to 2011"
2012,"M",42,"New England","Pretty happy","12th grade","white","Working full time","Never married","42 to 43","2010 to 2011"
2012,"F",27,"New England","Very happy","2 years of college","white","Working full time","Never married","26 to 27","2010 to 2011"
2012,"F",85,"New England","Pretty happy","12th grade","white","Retired","Widowed","84 to 85","2010 to 2011"
2012,"F",63,"West North Central","Pretty happy","2 years of college","white","Working full time","Married","62 to 63","2010 to 2011"
2012,"F",61,"West North Central","Pretty happy","3 years of collage","white","Working part time","Married","60 to 61","2010 to 2011"
2012,"F",27,"West North Central","Pretty happy","8 or more years of college","Other","Working part time","Married","26 to 27","2010 to 2011"
2012,"M",48,"West North Central","Not too happy","4 years of college","white","Working full time","Never married","48 to 49","2010 to 2011"
2012,"M",25,"West North Central","Very happy","4 years of college","Other","Working full time","Never married","24 to 25","2010 to 2011"
2012,"M",34,"West North Central","Very happy","1 year of college","Other","With a job, but not at work because of temporary illness, vacation, strike","Married","34 to 35","2010 to 2011"
2012,"F",37,"West North Central","Not too happy","4 years of college","Other","Working part time","Married","36 to 37","2010 to 2011"
2012,"F",64,"West North Central","Not too happy","2 years of college","white","Retired","Widowed","64 to 65","2010 to 2011"
2012,"M",82,"West North Central","Pretty happy","6 years of college","white","Working full time","Widowed","82 to 83","2010 to 2011"
2012,"F",54,"West North Central","Not too happy","2 years of college","white","Retired","Divorced","54 to 55","2010 to 2011"
2012,"F",25,"West North Central","Pretty happy","6 years of college","white","Working full time","Never married","24 to 25","2010 to 2011"
2012,"F",78,"West North Central","Pretty happy","5 years of college","white","Retired","Divorced","78 to 79","2010 to 2011"
2012,"F",19,"West North Central","Pretty happy","12th grade","Black","Unemployed, laid off, looking for work","Never married","18 to 19","2010 to 2011"
2012,"M",64,"West North Central","Pretty happy","11th grade","white","Retired","Divorced","64 to 65","2010 to 2011"
2012,"M",23,"West North Central","Pretty happy","1 year of college","Black","Working full time","Never married","22 to 23","2010 to 2011"
2012,"F",31,"West North Central","Pretty happy","4 years of college","white","Working full time","Never married","30 to 31","2010 to 2011"
2012,"M",41,"West North Central","Very happy","3 years of collage","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"F",29,"West North Central","Pretty happy","12th grade","Black","Working full time","Never married","28 to 29","2010 to 2011"
2012,"F",51,"West North Central","Very happy","7 years of college","white","Working full time","Divorced","50 to 51","2010 to 2011"
2012,"M",55,"West North Central","Pretty happy","6 years of college","Other","Working full time","Divorced","54 to 55","2010 to 2011"
2012,"F",36,"West North Central","Not too happy","3 years of collage","Black","Working part time","Married","36 to 37","2010 to 2011"
2012,"F",87,"West North Central","Pretty happy","1 year of college","white","Retired","Widowed","86 to 87","2010 to 2011"
2012,"M",28,"West North Central","Pretty happy","5 years of college","white","Working full time","Never married","28 to 29","2010 to 2011"
2012,"M",35,"West North Central","Pretty happy","5 years of college","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",37,"West North Central","Very happy","6 years of college","Other","Working full time","Never married","36 to 37","2010 to 2011"
2012,"M",84,"West North Central","Pretty happy","12th grade","white","Retired","Widowed","84 to 85","2010 to 2011"
2012,"M",21,"West North Central","Very happy","1 year of college","white","In school","Never married","20 to 21","2010 to 2011"
2012,"M",49,"West North Central","Pretty happy","5 years of college","Other","Working full time","Married","48 to 49","2010 to 2011"
2012,"F",42,"West North Central","Very happy","12th grade","Other","Keeping house","Married","42 to 43","2010 to 2011"
2012,"F",69,"West North Central","Pretty happy","2 years of college","white","Retired","Married","68 to 69","2010 to 2011"
2012,"F",32,"West North Central","Very happy","4 years of college","white","Working full time","Married","32 to 33","2010 to 2011"
2012,"F",69,"West North Central","Pretty happy","8 or more years of college","Black","Retired","Married","68 to 69","2010 to 2011"
2012,"F",48,"West North Central","Pretty happy","4 years of college","white","Unemployed, laid off, looking for work","Married","48 to 49","2010 to 2011"
2012,"M",20,"West North Central","Pretty happy","10th grade","white","Working part time","Never married","20 to 21","2010 to 2011"
2012,"F",51,"West North Central","Very happy","7 years of college","white","Working full time","Married","50 to 51","2010 to 2011"
2012,"M",60,"West North Central","Pretty happy","8 or more years of college","white","Working part time","Married","60 to 61","2010 to 2011"
2012,"F",59,"West North Central","Pretty happy","4 years of college","white","Working part time","Married","58 to 59","2010 to 2011"
2012,"F",89,"West North Central","Not too happy","4 years of college","white","Keeping house","Widowed","88 to 89","2010 to 2011"
2012,"F",18,"West North Central","Pretty happy","12th grade","white","Working part time","Never married","18 to 19","2010 to 2011"
2012,"F",62,"West North Central","Very happy","8 or more years of college","white","Retired","Married","62 to 63","2010 to 2011"
2012,"F",54,"West North Central","Pretty happy","1 year of college","white","Working part time","Married","54 to 55","2010 to 2011"
2012,"F",19,"East North Central","Pretty happy","12th grade","Black","Working part time","Never married","18 to 19","2010 to 2011"
2012,"F",38,"East North Central","Pretty happy","10th grade","Black","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",31,"East North Central","Very happy","2 years of college","white","Working full time","Married","30 to 31","2010 to 2011"
2012,"F",51,"East North Central","Pretty happy","6 years of college","white","Unemployed, laid off, looking for work","Never married","50 to 51","2010 to 2011"
2012,"M",23,"East North Central","Pretty happy","11th grade","white","Working part time","Never married","22 to 23","2010 to 2011"
2012,"F",48,"East North Central","Pretty happy","4 years of college","white","Working full time","Never married","48 to 49","2010 to 2011"
2012,"F",45,"East North Central","Pretty happy","4 years of college","Black","Working full time","Divorced","44 to 45","2010 to 2011"
2012,"M",20,"East North Central","Pretty happy","12th grade","white","Unemployed, laid off, looking for work","Never married","20 to 21","2010 to 2011"
2012,"F",70,"East North Central","Pretty happy","3 years of collage","white","Retired","Married","70 to 71","2010 to 2011"
2012,"F",58,"East North Central","Very happy","4 years of college","white","Working full time","Married","58 to 59","2010 to 2011"
2012,"F",44,"East North Central","Very happy","12th grade","white","Keeping house","Married","44 to 45","2010 to 2011"
2012,"F",87,"East North Central","Very happy","2 years of college","white","Retired","Widowed","86 to 87","2010 to 2011"
2012,"F",50,"East North Central","Very happy","4 years of college","white","Working full time","Married","50 to 51","2010 to 2011"
2012,"F",52,"East North Central","Very happy","11th grade","Black","Keeping house","Divorced","52 to 53","2010 to 2011"
2012,"M",32,"East North Central","Very happy","2 years of college","white","Working full time","Married","32 to 33","2010 to 2011"
2012,"M",43,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Married","42 to 43","2010 to 2011"
2012,"F",51,"East North Central","Very happy","4 years of college","white","Working full time","Married","50 to 51","2010 to 2011"
2012,"M",58,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Divorced","58 to 59","2010 to 2011"
2012,"F",75,"East North Central","Pretty happy","11th grade","white","Retired","Married","74 to 75","2010 to 2011"
2012,"F",71,"East North Central","Very happy","4 years of college","white","Keeping house","Married","70 to 71","2010 to 2011"
2012,"F",72,"East North Central","Not too happy","2 years of college","white","Retired","Widowed","72 to 73","2010 to 2011"
2012,"F",64,"East North Central","Very happy","2 years of college","white","Unemployed, laid off, looking for work","Divorced","64 to 65","2010 to 2011"
2012,"F",35,"East North Central","Not too happy","12th grade","white","Unemployed, laid off, looking for work","Never married","34 to 35","2010 to 2011"
2012,"M",34,"East North Central","Not too happy","3 years of collage","Black","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",71,"East North Central","Very happy","11th grade","Black","Working full time","Married","70 to 71","2010 to 2011"
2012,"M",41,"East North Central","Pretty happy","5 years of college","white","Working full time","Divorced","40 to 41","2010 to 2011"
2012,"M",34,"East North Central","Pretty happy","1 year of college","white","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",50,"East North Central","Pretty happy","1 year of college","Black","Working full time","Divorced","50 to 51","2010 to 2011"
2012,"F",23,"East North Central","Pretty happy","12th grade","white","Working full time","Never married","22 to 23","2010 to 2011"
2012,"M",53,"East North Central","Very happy","12th grade","white","Retired","Divorced","52 to 53","2010 to 2011"
2012,"M",64,"East North Central","Pretty happy","1 year of college","Black","Retired","Widowed","64 to 65","2010 to 2011"
2012,"M",41,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"M",46,"East North Central","Pretty happy","2 years of college","Black","Working full time","Never married","46 to 47","2010 to 2011"
2012,"M",54,"East North Central","Not too happy","4 years of college","white","Working full time","Never married","54 to 55","2010 to 2011"
2012,"M",67,"East North Central","Very happy","7 years of college","white","Working full time","Married","66 to 67","2010 to 2011"
2012,"F",53,"East North Central","Not too happy","4 years of college","white","Working full time","Divorced","52 to 53","2010 to 2011"
2012,"F",59,"East North Central","Very happy","12th grade","white","Retired","Married","58 to 59","2010 to 2011"
2012,"F",65,"East North Central","Very happy","12th grade","white","Working part time","Married","64 to 65","2010 to 2011"
2012,"M",51,"East North Central","Very happy","2 years of college","white","Working full time","Married","50 to 51","2010 to 2011"
2012,"M",39,"New England","Pretty happy","2 years of college","Other","Working full time","Never married","38 to 39","2010 to 2011"
2012,"F",49,"New England","Pretty happy","12th grade","white","Working part time","Divorced","48 to 49","2010 to 2011"
2012,"F",30,"New England","Very happy","4 years of college","white","Working full time","Married","30 to 31","2010 to 2011"
2012,"F",57,"New England","Pretty happy","7 years of college","white","Other","Divorced","56 to 57","2010 to 2011"
2012,"M",36,"New England","Pretty happy","6 years of college","white","Working full time","Married","36 to 37","2010 to 2011"
2012,"F",39,"New England","Very happy","6 years of college","white","Working full time","Divorced","38 to 39","2010 to 2011"
